Abbott, Mary
Saumarez-Smith, C.R.
Saunders, David
Saunders, I.J.
Saunders, O.C.
Savage, R.T.
Savage-Smith, E.
Saville, A.J.B.     Marwick and J.
Saville, J.
Saward, Michael
Sawyer, P. H.
Sawyer, P.H.
Sayer, D.
Sayer, Derek
Sayers, Jane E.
Scales, Len E.
Scammell, G.V.
Scarisbrick, J.J.
Scarre, Chris
Scase, R.
Schad, John
Schaefer, Axel R.
Schaffer, Simon
Schaffer, Simon J.
Schaffer, S.J.
Schapiro, L.
Schapiro, L.B.
Schenk, Catherine R.
Schenk, H.G.A.V.
Schiller, Kay
Schlaim, A.
Schlenther, B.S.
Schloer, Joachim
Schmidt, Ulf
Schmitt, C.B.
Schmucki, Barbara
Schofield, Phillipp
Schofield, Roger S.
Schofield, R.S.
Schopflin, G.
Schram, S.R.
Schulkind, E.W.
Schultze, Clemence E.
Schulze, Kirsten E.
Schulze, Max-Stephan
Schulze, Rainer U.W.
Schürer, Kevin
Schwarz, Leonard
Scott, Dieter
Scott, G.
Scott, Hamish M.
Scott, H.G.
Scott, Katie
Scott, Len
Scott, Linda
Scott, William
Scribner, Robert W.
Scribner, R.W.
Scroop, Daniel
Seaborne, M.
Seager, R. J.
Seager, Robin J.
Seal, A.
Sealy, L.S.
Searby, P.
Searle, Alaric
Searle, Geoffrey R.
Searle, G.R.
Second, J.A.
Secord, Jim A.
Seddon, P.R.
Seed, G.
Seed, J.
Seed, John
Sefton, H.R.
Seligmann, Matthew
Seligmann, Matthew S.
Sellar, W. David H.
Sellar, W.D.H.
Sellers, Ian
Selwyn, D.G.
Semple, Sarah
Sen, G.
Sennis, Antonio
Serjeant, R. B.
Serjeant, R.B.
Serjeantson, Richard W.
Service, R.J.
Service, Robert J.
Seton-Watson, C.I.W.
Seton-Watson, G.H.N.
Sewell, Michael J.
Sexton, Jay
Seyd, P.
Seymour, Susanne
Shackleton, R.
Shackleton, R.M.Y.
Shafer, B.E.
Shafer, Byron E.
Shamdasani, Sonu
Shannon, R.S.
Shannon, R.T.
Shapin, S.A.
Sharma, Shalini
Sharp, A.
Sharp, A.J.
Sharpe, J.A.
Sharpe, James
Sharpe, James A.
Sharpe, Kevin M.
Sharpe, Laurence J.
Sharpe, L.J.
Sharpe, Richard
Sharp, Paul R.
Sharp, P.R.
Shattock, E.   Joanne
Shaw, Denis J.B.
Shaw, G.
Shaw, Gareth
Shaw, Jane
Shaw, Jane A.
Shaw, M.T.
Shaw, Philip
Shaw, R.
Shaw-Taylor, Leigh
Shaw, Tony
Shearman, J.K.G.
Sheatman, J.K.G.
Sheeran, George
Sheffield, Gary
Sheikholeslami, Ali Reza
Sheikholeslami, A. Reza
Sheils, William
Sheils, W.J.
Sheldrake, John S.
Shepard, J.E.B.
Shepard, Jonathan E.B.
Shepherd, Ben
Shepherd, G. T.
Shepherd, G.T.
Shepherd, J.S.
Shepherd, J.W.
Shepherd, M.A.
Sheppard, June A.
Shepperson, G. A.
Shepperson, G.A.
Shepperson, G.S.
Sheratt, Susan
Sherratt, Andrew G.
Sherrington, E.J.
Sherr, James G.
Sherwin-White, A. N.
Shiels, William
Shiels, William J.
Shipley, Graham
Shivtiel, A.
Shlaim, A.
Shlaim, Avi
Shock, M.
Shoemaker, Robert B.
Shore, Heather
Short, B.M.
Short, Brian M.
Short, Ian
Short, K.R.M.
Short, R.S.
Shotter, David C.A.
Shrimpton, N.G.
Shrimpton, Nicholas
Shukman, H.
Shukman, Harold
Shuttleworth, S.
Siani-Davies, Peter
Siddle, D.
Sigsworth, E.M.
Siltanen, Janet
Silver, H.
Sim, David
Simmonds, Alan G.V.
Simmons, C.P.
Simmons, R.C.
Simms, Brendan
Simms, Brendan P.
Simms, Katherine
Simon, B.
Simon, U.E.
Simpson, A.W.B.
Simpson, G.G.
Simpson, G.M.
Simpson, Grant G.
Simpson, J.M.
Simpson, John M.
Simpson, Michael A.
Sims, N.A.
Sims, N.R.A.
Sims, Richard L.
Sims, R.L.
Sinclair, D.J.
Sinclair, P.J.N.
Sinclair, S.B.
Sivasundaram, Sujit P.
Skeates, Robin
Sked, A.
Sked, Alan
Skilliter, S.
Skilliter, Susan A.
Skinner, Patricia
Skinner, Q.R.D.
Skinner, Quentin
Skinner, Quentin R.D.
Skinner, Simon
Skinner, Trish
Sklair, L.A.
Skoda, Hannah
Slack, G.L.
Slack, P.A.
Slack, Paul A.
Slade, C.F.
Slater, Elizabeth A.
Slater, Terry
Slater, Terry R.
Slater, T.R.
Slater), T.R.
Slatter, J.D.
Slaven, A.
Slaven, Anthony
Sleigh, Charlotte
Slinn, P.E.
Sloane, P.J.
Sluglett, P.J.
Smail, R.C.
Smalley, Beryl
Small, Graeme
Small, Graeme P.
Smallman-Rayner, Matthew
Smart, N.
Smeaton, W.A.
Smethurst, R.G.
Smith, Adam I.P.
Smith, Adrian
Smith, Adrian A.
Smith, A.D.S.
Smith, A. Hassell
Smith, A.  Hassell
Smith, A.     Hassell
Smith, Alan G.R.
Smith, Alfred Hassall
Smith, Amy
Smith, Brendan
Smith, Brendan .
Smith, Brendan S.
Smith, Catherine A.
Smith, Catherine Delano
Smith, Cathy
Smith, Christopher
Smith, Christopher J.
Smith, Crosbie
Smith, Crosbie W.
Smith, C.T.
Smith, C.W.
Smith, D.
Smith, David
Smith, David F.
Smith, David L.
Smith, David M.
Smith, D.B.
Smith, D.J.
Smith, D.M.
Smith, D. Mack
Smith, E.A.
Smith, Elise
Smith, Emma
Smith, F.B.
Smith, G.E.
Smith, G.R.
Smith, G. Rex
Smith, G.S.
Smith, Hannah
Smith, H.E.
Smith, H.S.
Smith, I.R.
Smith, J.
Smith, Jeremy
Smith, Jeremy R.
Smith, J.H.
Smith, Joseph
Smith, Julia
Smith, Julia M.H.
Smith, K.E.
Smith, L.
Smith, Lesley
Smith, Llinos O.W.
Smith, Malcolm S.
Smith, Mark A.
Smith, M.S.
Smith, N.A.F.
Smith, P.
Smith, R.
Smith, R.A.A. McCall
Smith, Ralph B.
Smith, R.B.
Smith, R.B. Dobson and D.M.
Smith, R. E.
Smith, R.E.
Smith, R.E.F.
Smith, Richard M.
Smith, R.M.
Smith, Roger
Smith, Roland R.R.
Smith, Rowland
Smith, R.R.R.
Smith, S.A.
Smith, Simon
Smith, Stephen A.
Smith, T.A.
Smith, V.F.G. Morgan and A. Hassell
Smout, T.C.
Smout, T. Christopher
Smyth, A.P.
Snape, M.F.
Snape, Michael
Snape, Steven R.
Sneddon, Andrew
Snellgrove, D.L.
Snell, K.D.M.
Snell, Keith D. M.
Snell, Keith D.M.
Snodgrass, A.M.
Sockett, H.T.
Sokoloff, Sally
Sokoloff, Sally I.
Solkin, David H
Solkin, David H.
Solokoff, Sally I.
Solomos, J.
Solomou, S.N.
Sonenscher, M.
Sonenscher, Michael
Sorkin, D.
Soskice, David
Soukup, L.
Southall, H.R.
Southcombe, George
Southern, D.B.
Southern, R.W.
Southgate, D.G.
Sowerby, Tracey
Sowerby, Tracey A.
Spackman, Stephen G.F.
Spalding, Roger H.
Spang, Rebecca L.
Sparke, Penelope
Spary, Emma
Spate, V.M.
Spawforth, Anthony
Spawforth, Tony
Speck, W.A.
Speck, William A.
Speller, Ian
Spence, J.
Spencer, J.C.
Spencer, John
Spencer, John R.
Spencer, J.R.
Spencer, J.W.
Spencer, Philip
Spencer, Stephanie
Spiers, Edward M.
Spiers, E.M.
Spink, Ian W.A.
Spohr, A.R. Kristina
Spohr Readman, A.R. Kristina
Spooner, F.C.
Spring, D.W.
Spufford, H. Margaret
Spufford, P.
Spufford, Peter M.
Spurr, John
Stachura, Peter D.
Stack, David
Stafford, D.
Stafford, David
Stafford, Pauline
Stafford, Pauline A.
Stafford, W.
Stafford, William
Stallabrass, Julian
Stallabrass, Julian P.
Stalley, Roger
Stanley, B.
Stanley, Brian
Stanley, E.G.
Stanley, L.
Stanley, M.J.
Stanley, N.
Stanley, Timothy
Stanwood, F.J.
Stargardt, Nicholas
Stargardt, Nick
Starkey, David J.
Starkey, David R.
Starkey, D.R.
Starkey, Patricia
Starr, Rebecca K.
Staub, Martial J.M.
Staveley, E.S.
Staveley, R.
St. Clair, W.L.
Steadman, Carolyn
Stead, Peter P.
Stead, P.P.
Stedman Jones, Gareth
Stedman, M.B.
Steedman, Carolyn
Steedman, Carolyn K.
Steeds, D.
Steele, E.D.
Steele, Murray
Steinberg, J.
Steinberg, Jonathan
Stein, Claudia
Steiner, H.I.
Steiner, Zara  S.
Steiner, Zara S.
Stein, P.
Stein, P.G.
Stein, S.
Stephens, J.N.
Stephens, John N.
Stephens, M.D.
Stephenson, A. Jill R.
Stephens, W.B.
Sternfeld, F.W.
Stern, G.H.
Stern, J.P.
Stern, Karen
Stern, W.M.
Steveni, M.
Stevens, Anne F.
Stevens, C. E.
Stevenson, Christine
Stevenson, D.
Stevenson, David
Stevenson,  J.
Stevenson, J.
Stevenson, John
Stevenson, Kim
Stewart, A.
Stewart, A.T.Q.
Stewart, A.W.G.
Stewart, Daniel
Stewart, D.H.
Stewart, John
Stewart, John W.
Stewart, J.W.
Stewart, Peter
Stiff, P.M.
Stigant, E.P.
Stigant, P.
Stinson, Marie
Stobart, Jon
Stobart, Jon V.
Stöber, Karen
Stocks, J.C.
Stockwell, A.J.
Stockwell, Anthony J.
Stockwell, Sarah
Stockwell, Sarah E.
Stockwin, J.A.A.
Stockwin, James A.A.
Stockwin, J. Arthur A.
Stoddart, Simon
Stokes, E.T.
Stokes, Martin
Stokes, M.B.
Stokes, Melvyn B.
Stokes, Ray
Stokes, Raymond G.
Stone, Dan
Stone, Eric
Stone, Glen
Stonehouse, B.
Stone, J.C.
Stone, John
Stone, J.R.N.
Stone, N.
Stone, Norman
Stoodley, Nick
Stopford, J.
Storey, R.L.
Storrs, Christopher
Storry, G.R.
Stott, Anne
Stouraiti, Anastasia
Stoye, J.W.
Stoyle, Mark J.
Strachan, Hew
Strachan, Hew F.A.
Stradling, R.A.
Stradling, Robert A.
Strange, Ian
Strange, Julie Marie
Strange, Julie-Marie
Strange, Susan
Strathern, A. Marilyn
Strauss, J.
Strauss, Johann
Street, J.
Street, Joe
Strickland, Matthew
Strickland, Matthew J.
Stringer, Keith
Stringer, K.J.
Strobl, Gerwin
Strohm, Reinhard
Strong, D. E.
Strong, D.E.
Stuart, Elizabeth
Stuart, John
Studd, J.R.
Studd, J. Robin
Sturdy, Steve
Sturgess, R.
Sturgess, R.W.
Sturgis, J.L.
Styles, J.
Styles, J.A.
Styles, John
Styles, P.
Sugihara, Kaoru
Suleiman, Michael W.
Sullivan, T.J.
Summer, C.S.
Summerfield, A. Penny
Summerfield, Pennt
Summerfield, Penny
Summers, Anne
Summers, Anne R.
Summerson, J.
Summerson, J.N.
Sumner, C.S.
Sumner, James
Supple, B. E.
Supple, B.E.
Surry, N.W.
Sutcliffe, Anthony R.
Sutcliffe, A.R.
Sutcliffe, R.B.
Sutherland, Annie
Sutherland, C. H. V.
Sutherland, C.H.V.
Sutherland, Gillian  R.
Sutherland, Gillian R.
Sutherland, J.
Sutherland, Lucy
Sutherland, Lucy S.
Sutherland, Nicola M.
Sutton, Deborah
Sutton, John
Sutton, M.A.
Sutton, Michael A.
Swain, Geoff
Swain, Geoffrey R.
Swain, Nigel J.
Swallow, Deborah
Swan, Mary
Swann, P.
Swanson, R.N.
Swanson, Robert
Swanwick, K.
Swart, K.W.
Sweet, D.W.
Sweetman, J.E.
Sweet, Rosemary H.
Swenarton, M.C.
Swift, Helen
Swift, J.
Swift, Roger
Swift, Roger E.
Swift, Tony
Swindell, K.
Swingewood, A.W.
Sykes, A.
Sykes, Alan
Symondson, A.
Symonds, R.
Szejnmann, Claus-Christian W.
Szreter, R.
Szreter, Simon
Szreter, Simon R.S.
Tadman, M.
Tadman, Michael
Tadmor, Naomi
Taithe, Bertrand
Taithe, Bertrand O.
Talbot, E.J.
Talbot, Ian
Talbot, Ian A.
Tallett, Frank
Tanner, Andrea
Tanner, Duncan
Tanner, Duncan M.
Tanner, M.F.
Tann, Jennifer
Tapsell, Grant
Tarlow, Sarah
Tasker, Mary E.
Tate, T.
Tayloe, Craig
Taylor, A.J.
Taylor, A.J.P.
Taylor, C.C.
Taylor, Claire
Taylor, Craig D.
Taylor, D.
Taylor, David
Taylor, D.D.
Taylor, E
Taylor, E.A. Roberts and R.
Taylor, Eric
Taylor, G.L.
Taylor, H.W.J.
Taylor, J.
Taylor, James
Taylor, Jeremy
Taylor, Joan M.
Taylor, John
Taylor, Matthew
Taylor, Miles
Taylor, P.A.M.
Taylor, P.G.
Taylor, P.M.
Taylor, R.H.
Taylor, Simon
Taylor, Stephen J.C.
Tebbutt, Melanie
Teichova, Alice
Temperley, H.R.
Thacker, Alan T.
Thane, Pat
Thane, Patricia     M.
Thane, Patricia M.
Thatcher, Ian D.
Thernstrom, S.
Thewlis, J.C.
Thirsk, I. Joan
Thirsk, I.  Joan
Thirsk, I.     Joan
Thomas, C.
Thomas, D.
Thomas, D.A.T.
Thomas, D.O.
Thomas, G.
Thomas, Gabor
Thomas, H.S.
Thomas, James
Thomas, James H.
Thomas, J.D.
Thomas, J.H.
Thomas, J.J.
Thomas, Keith
Thomas, K.V.
Thomas, Martin
Thomas, Martin C.
Thomas, Martin C.R.
Thomas, Nicholas
Thomas, Nicola
Thomas, P.D.G.
Thomas, Peter D.G.
Thomas, Richard
Thomas, T.I.V.
Thomas, W.E.S.
Thom, D.
Thom, Deborah
Thomis, M.I.
Thompson, A.F.
Thompson, Alastair P.
Thompson, Andrew
Thompson, Andrew S.
Thompson, Benjamin J.
Thompson, Colin
Thompson, David
Thompson, David M.
Thompson, D.M.
Thompson, Dorothy     K.G.
Thompson, Dorothy   K.G.
Thompson, Dorothy  K.G.
Thompson, Dorothy K.G.
Thompson, E. A.
Thompson, E.P.
Thompson, F.M.L.
Thompson, I.A.A.
Thompson, J.
Thompson, J.A.
Thompson, James
Thompson, John A.
Thompson, John B.
Thompson, Mark
Thompson, Mathew
Thompson, Noel W.
Thompson, Paul R.
Thompson, Peter
Thompson, Peter J.
Thompson, P.J.
Thompson, P.R.
Thompson, R.F.
Thompson, Steven
Thompson, W.
Thompson, W.D.J. Cargill
Thoms, David W.
Thoms, D.W.
Thomson, Alistair S.
Thomson, Benjamin J.
Thomson, Guy
Thomson, Guy P.C.
Thomson, J.K.J.
Thomson, John A.F.
Thomson, Mathew
Thorne, C.G.
Thorne, David
Thornton, Chris
Thornton, Christopher
Thornton, Dora
Thornton, M.
Thornton, Timothy
Thornton, Timothy J.
Thorpe, A.J.
Thorpe, Andrew
Thorpe, Andrew J.
Thorpe, H.
Thorp, Teresa  R.
Thorp, Teresa R.
Thorp, T. Rosemary
Thrift, N.J.
Throup, David W.
Thurlow, R.C.
Thurlow, Richard C.
Thurmer, J.A.
Tiedemann, R. Gary
Tiller, Kate
Till, G.
Till, Geoffrey
Timmins, J. Geoffrey
Timms, E.F.
Tindley, Annie
Tingle, Elizabeth
Tinios, P.E.
Tinios, P. Ellis
Tippett, Maria W.
Tipping, Richard
Tiratsoo, N.
Tiratsoo, Nicholas E.H.
Titov, Alexander
Todd, M.
Todd, Selina
Todman, Daniel W.
Tolley, B.H.
Tolliday, Stephen W.
Tolliday, Steven W.
Tomaszewski, Jerzy
Tombs, Robert P.
Tomkins, Alannah E.
Tomkys, Roger
Tomlin, Roger
Tomlin, Roger S.O.
Tomlin, R. S. O.
Tomlin, R.S.O.
Tomlinson, B.R.
Tomlinson, B.R. (Tom)
Tomlinson, D.R.
Tomlinson, H. A.
Tomlinson, James
Tomlinson, Jim
Tomlinson, Jim D.
Tomlinson, Roger S.O.
Tonkin, J.E.A.
Tooze, Adam
Tooze, J. Adam
Torrance, I.
Torrence, J.R.
Tosh, J.A.
Tosh, John
Toulalan, Sarah
Towle, P.A.
Towle, Philip
Towle, Philip A.
Townend, Matthew
Townsend, G.B.
Townshend, Charles
Townshend, C.J.N.
Toye, J.F.J.
Trainor, R.H.
Trainor, Richard H.
Tranter, N.L.
Trapido, S.
Trapido, Stanley
Trapido, Stephen
Trapp, J.B.
Travers, D.T.
Treadwell, V.W.
Trebilcock, R.C.
Trebilcock, R. Clive
Treble, J.H.
Tregear, P.S.
Tregidga, G.
Trevithick, J.A.
Trevor-Roper, H. R.
Trevor-Roper, H.R.
Trim, David
Trinder, Barrie S.
Trinder, B.S.
Tringham, Nigel
Tripp, Charles R.H.
Tripp, C.R.H.
Trowell, B.L.
Trueman, B.E.S.
Trueman, Carl R.
Trythall, J.W.D.
Trythall, J. William D.
Tsang, S.
Tsang, Steve Y.-S.
Tsoukalis, L.
Tuck, J.A.
Tuck, P.J.N.
Tuck, R.F.
Tuck, Richard F.
Tuck, Stephen
Tuck, Stephen G.N.
Tudor, H.
Tumblety, Joan
Tumblety, Joan L.
Tumelty, J.J.
Tunstall, Kate
Tunzelman, G.N. von
Tunzelmann, G.N. von
Turchetti, Simone
Turley, David
Turley, David M.
Turley, D.M.
Turnbull, G.F.
Turnbull, G.L.
Turner, David
Turner, David M.
Turner, D.M.
Turner, G.L.E.
Turner, H.A.F.
Turner, H.W.
Turner, J.A.
Turner, John A.
Turner, M.
Turner, M.E.
Turner, Michael
Turner, Michael E.
Turner, P.D.L.
Turner, Sam
Turner, Sarah
Turpin, C.C.
Twaddle, M.J.
Twitchett, D.C.
Twyman, Michael
Tyacke, Nicholas R.N.
Tyacke, N.R.N.
Tyack, Geoffrey
Tyerman, Christopher
Tyerman, Christopher J.
Tyler, Elizabeth
Tyler, Elizabeth M.
Tyre, Stephen
Tyson, J.C.
Tyson, Robert
Tyson, Robert E.
Tyzack, Rosemary  M.
Tyzack, Rosemary M.
Tziovas, D.
Ugolini, Laura
Ullmann, H.P.
Ullmann, W.
Ullman, W.
Umbach, Maiken
Unterhalter, Elaine
Unwin, P. Tim H.
Unwin, R.W.
Unwin, Timothy
Urry, J.
Ursinus, M.O.H.
Usborne, Cornelie
Usher, G.A.
Vale, Malcolm
Vale, Malcolm G.A.
Vale, M.G.A.
Valiulis, Maryann
Vallance, Edward
Vallance, Ted
Vamplew, W.
Vamplew, Wray
van Arkadie, B.
Van Bremen, Henrietta C.
van Bremen, Riet
Vance, Norman
Vance, R.N.C.
van den Ven, Hans
Van den Ven, Hans J.
van der Eijk, Philip
van der Veen, Manjke
van der Veen, Marijke
van de Ven, Hans
van Dommelen, Peter
van Gelderen, Martin
van Houten, Pieter
van Houts, Elisabeth
van Houts, Elisabeth M.C.
Van Houts, Elisabeth M.C.
van Lohuizen de Leeuw, Johanna E.
van Wees, Hans
Varnam, Laura
Varouxakis, Georgios
Vasey, T.W.C.
Vasudevan, Alex
Vasunia, Phiroze
Vatikiotis, P.J.
Vaughan, C.
Vaughan, James
Vaughan, M.A.
Vaughan, Megan
Vaughan, Megan A.
Vaughan, R.
Vaughan, W.
Vaughan, William
v, D.
Venn, Fiona M.
Verdi, Richard F.
Vermes, G.
Vernon, Keith
Vernon, N. James
Vertovec, Steven A.
Viala, Alain
Vickers, E.
Vickery, Amanda
Vincent, David M.
Vincent, D.M.
Vincent, J.R.
Vincent, Mary
Vincent, Nicholas C.
Vincent, R.J.
Vinen, Richard C.
Vine, R.T.R.
Vinson, Adrian J.
Vinson, A.J.
Virden, Jenel
Virgoe, Roger
Vogel, Ursula
Volfing, Annette
Vollans, Eleanor C.
von Tunzelmann, G.N.
Vosper, S.
Vosper, Susan R. Saunders
Vysny, M.P.
Vysny, M. Paul
Wacher, J.
Wacher, J.S.
Waddington, Geoffrey G.T.
Waddington, Geoffrey T.
Waddington, Geoffrey T.P.
Waddington, Keir
Waddington, Lorna L.
Wagstaff, A.M.
Wahrman, Dror
Wailes, B.
Waines, D.
Waites, B.A.
Waites, Bernard
Waites, Bernard A.
Wakefield, G.L.
Wakelin, Peter
Walbank, F. W.
Waldron, Tony
Waley, D.P.
Walker, D.G.
Walker, D.P.
Walker, F.X.
Walker, Garthine
Walker, Garthine M.
Walker, Gordon
Walker, R.F.
Walker, Simon
Walker, Simon K.
Walker, Stephen P.
Wallace-Hadrill, A.F.
Wallace-Hadrill, J.M
Wallace-Hadrill, J. M.
Wallace-Hadrill, J.M.
Wallace, W.
Wallace, William
Wallace, W.V.
Waller, Philip
Waller, Philip J.
Waller, P.J.
Wallis, P.J.
Walls, A.F.
Walls, Andrew F.
Walls, A.P.
Walsby, Malcolm
Walsham, Alexandra
Walsh, J.D.
Walsh, J. R.
Walsh, J.R.
Walsh, P.G.
Walter, A.R.
Walter, J.D.
Walter, John D.
Walters, C.C.
Walton, J.F.
Walton, J.K.
Walton, John
Walton, John K.
Walton, K.
Walvin, J.
Walvin, James
Wangermann, E.
Wanklyn, Malcolm D.G.
Wanklyn, M.D.G.
Wansbrough, J.E.
Warburton, Alan
Ward, Benedicta
Ward, Brian E.
Ward, I.
Ward, Jennifer C.
Ward, J.S.K.
Ward, J.T.
Ward, Kevin
Wardle, Ken A.
Ward, Matthew C.
Ward, Paul
Ward, Paul J.
Ward-Perkins, B.R.
Ward-Perkins, Bryan
Ward-Perkins, Bryan R.
Ward, P.J.
Ward, S.B.
Ward, W.R.
Wareing, J.
Ware, K. T.
Ware, K.T.
Warhurst, P.R.
Warne, Christopher M.
Warnes, Christopher
Warnock, Helen M.
Warrack, J.
Warren, A.J.
Warren, Alan J.
Warren, Allen J.
Warren, W.L.
Warwick, Andrew C.
Warwick, G.
Warwick-Haller, Sally E.
Washbrook, D.A.
Washbrook, David
Washbrook, David A.
Waswo, Ann
Watanabe-O'Kelly, Helen
Waterhouse, E.K.
Wathey, Andrew B.
Watkin, C.
Watkin, David
Watkin, David J.
Watkins, C.
Watkins, Carl S.
Watkins, Charles
Watkins, O.
Watson, D.R.
Watson, Fiona J.
Watson, J.K.
Watson, N.F.
Watson, W.L.R.
Watt, D.C.
Watt, D.E.R.
Watt, Diane
Watt, Dianne
Watt, Donald Cameron
Watt, J.A.
Watts, John
Watts, John L.
Watts, Karen
Watts, M.R.
Watts, Ruth
Watt, W.M.
Waxman, Zoe
Wear, Andre
Wear, Andrew
Weaver, Lawrence
Weaver, M.L.H.L.
Webb, Clive J.
Webb, Diana M.
Webber, J.M.
Webber, M. Tessa J.
Webber, N.
Webber, Teresa
Webster, A.B.
Webster, C.
Webster, Charles
Webster, D.
Webster, Jane
Webster, J.R.
Webster, Wendy
Weedon, Alexis
Weigall, David
Wei, Ian P.
Weinberger, Barbara
Weindling, Paul J.
Weindling, P.J.
Weisbrod, Bernd
Weisheipl, J.
Weis, Rene
Welbourn, F.B.
Welch, David
Welch, David A.
Welch, Evelyn
Welch, Martin G.
Wellesley, K.
Wells, Helen
Wells, R.A.E.
Wells, Roger A.E.
Welton, J.
Wenden, D.J.
Wendl, W.M.L.
Wernham, R.B.
Werskey, P.G.
Westad, Arne
Westad, O. Arne
Westall, O.M.
Westgate, Ruth
West, H.W.
Weston, Helen D.
West, Shearer
West, Shearer C.
Whaley, Joachim
Whatley, C.A.
Whatley, Christopher A.
Whatmore, Richard D.
Wheeler, Dennis
Wheeler, M.C.
Whelan, Bernadette
Whenham, E.J.
Whistler, C.T.
Whitaker, C. W.
Whitaker, P.
Whitbread, Ian
Whitby, L.M.
Whitby, L. Michael
White, B.
White, B.R.
White, Eryn M.
Whitefield, S.D.
White, Graeme
Whitehand, Jeremy W.R.
Whitehand, J.W.R.
Whitehead, D.
Whitehead, L.A.
White, H.P.
White, James D.
White, J.D.
White, John
Whiteley, J.J.L.
Whiteley, Jon J.L.
Whiteley, Linda
Whitelock, Anna
Whitelock, Dorothy
Whiteman, E.  Anne  O.
Whiteman, E. Anne O.
Whiteman, E.Anne O.
White, Martin
White, Michael
Whiting, R.C.
Whiting, Richard C.
Whiting, Robert
Whittaker, C. R.
Whittaker, C.R.
Whittam, J.R.
Whittington, G.W.
Whittle, Jane C.
Whittow, Mark
Whitty, G.J.
Whitworth, Michael
Whyman, J.
Whyte, Ian
Whyte, J.H.
Whyte, William
Whyte, William H.
Wichert, Sabine
Wickham, Chris
Wickham, Christopher J.
Wickham, C.J.
Widdowson, J.D.A.
Wiener, P.B.
Wiese, Christian
Wightman, D.R.
Wightman, W.P.D.
Wigley, P.G.
Wilcock, Paul
Wild, J. P.
Wild, J.P.
Wildman, Charlotte
Wiles, P.J.
Wilford, F. Hugh
Wilkes, J.J.
Wilkes, John J.
Wilkins, N.E.
Wilkinson, J.C.
Wilkinson, R.H.
Wilkinson, S.F.
Wilks, I.G.
Wilks, J. J.
Wilks, Michael J.
Wilks, M. J.
Wilks, M.J.
Wilks, Stephen R.M.
Willett, Peter
Willetts, H.T.
Williams, A.F.
Williams, Ann
Williams, Beryl J.
Williams, Chris
Williams, Chris A.
Williams, Chris M.
Williams, Christopher M.
Williams, C.M.
Williams, Daniel T.
Williams, David M.
Williams, D.G.T.
Williams, D.M.
Williams, D.T.
Williams, E. Ann
Williams, G.
Williams, G.A.
Williams, Gareth
Williams, Gavin
Williams, Gavin P.
Williams, G.L.
Williams, Glanmor
Williams, Glyndwr
Williams, G.P
Williams, G.P.
Williams, G.W.
Williams, Heather
Williams, J.E.
Williams, J.E. Hall
Williams, J.G.
Williams-Jones, W.K.
Williams, Kieran D.
Williams, L.A.
Williams, Lawrence A.
Williams, L.J.
Williams, Michael
Williamson, A.P.
Williamson, C. F.
Williamson, P.A.
Williamson, Paul
Williamson, Philip A.
Williamson, T.M.
Williamson, Tom M.
Williams, P.H.
Williams, P.M.
Williams, R.H.
Williams, Richard
Williams, T.I.
Williams, W.M.
Willis, J.
Willis, Justin
Willmer, H.
Willsden, Clare A.
Willson, Perry
Wills, Tarrin
Wilmer, H.
Wilson, Andrew
Wilson, B.R.
Wilson, C.H.
Wilson, D.A.
Wilson, D.M.
Wilson, D.R.
Wilson, E.
Wilson, H.S.
Wilson, J. F.
Wilson, J.M.
Wilson, Joe
Wilson, Jon
Wilson, Jon E.
Wilson, J.Q.
Wilson, Keith M.
Wilson, Kenneth B.
Wilson, K.G.
Wilson, K.M.
Wilson, K.P.
Wilson, N. G.
Wilson, N.G.
Wilson, P.
Wilson, R.G.
Wilson, Richard G.
Wilson, Sarah
Wilson, Sarah G.
Wilton-Ely, J.
Winchester, Angus J.L.
Winchester, D.H.
Windscheffel, Alex
Windsor, P.
Winstanley, Michael
Winstanley, Michael J.
Winstanley, M.J.
Winterbottom, M.
Winterbottom, Michael
Winter, Jay M.
Winter, J.M.
Wise, J.M.
Wiseman, D.J.
Wiseman, Richard
Wise, M.J.
Withers, Charles W.J.
Withers, C.W.J.
Withington, Philip J.
Withington, Phil J.
Withrington, D.J.
Withrington, Donald J.
Wogan-Browne, Jocelyn
Wolfe, Roy
Wolff, A.
Wolffe, B.P.
Wolffe, John R.
Wolff, Janet A.
Wolf, Gerhard
Wolkowitz, Carol
Wolpe, H.
Womer, J.L.
Womersley, David J.
Womersley, D.J.
Wong, Yoke-Sum
Woodall, Joanna W.
Wood, Andrew
Wood, Betty
Wood, Betty C.
Wood, C.M.
Wood, D.
Wood, D.P.J.
Woodfine, Philip L.
Woodgate, Graham
Woodhead, Christine
Wood, I.
Wood, Ian N.
Wood, I.N.
Wooding, Lucy
Wood, P.A.
Woods, J.A.
Woods, R.I,
Woods, Robert I.
Wood, Susan M.
Wood, Susanne M.
Woodward, D.M.
Woodward, Donald M.
Woodward, J.H.
Woodward, John H.
Woodward, P.R.
Woolf, Alexander
Woolf, G.D.
Woolf, S.J.
Woolf, Stuart J.
Woolgar, Christopher M.
Woolley, Matthew
Woolrych, A.H.
Wootton, David
Worboys, Michael
Worboys, M.R.
Worden, A.B.
Worden, A. Blair
Worden, Blair
Wordie, J.R.
Wordie, J. Ross
Wordie, Ross
Wordsworth, J.F.
Worley, Matthew
Wormald, B. H. G.
